0.021289999	0.05796331	-0.025446897	-0.019772578	-0.05770767	0.015047438	0.0165297	0.0342908	-0.01428554	-0.0118423365	-0.06104007	0.016422741	-0.03707507	-0.00023060021	7.069818e-05	0.012478124
0.001567921	0.038475297	-0.023191815	-0.067170225	-0.02149681	0.052893337	-0.028344186	-0.061002582	-0.04814288	0.06401075	0.00091842597	-0.0025597378	-0.061331186	-0.009591395	0.046965975	0.0071038953
-0.1413642	-0.21812788	0.1045083	0.11739894	0.12855855	-0.11549974	0.033029407	0.15112431	0.21693255	-0.15568121	0.14074342	-0.22201513	0.17208548	-0.14647217	-0.2062923	0.16482607
0.0017409855	0.02354253	-0.02996229	-0.022702424	-0.0340168	-0.0053095436	0.09599807	-0.026917318	0.03894514	-0.02525851	0.029513754	0.008400603	-0.019242145	-0.050127048	-0.0030661512	-0.0173662
0.03457344	0.04641169	-0.035982907	-0.012551554	-0.0695553	0.06732918	0.02809033	-0.07677714	-0.073599175	0.0045494447	-0.018091429	0.024062889	-0.047282364	0.08974793	0.06694758	-0.06799031
0.07302457	0.015489169	-0.014336967	-0.073729515	-0.0010449563	0.010901917	0.0018148036	-0.042196862	-0.012227308	0.023113092	-0.03200233	0.039776508	0.0048304107	0.06703421	0.023878513	-0.0037824777
-0.14132565	-0.107939675	0.07038978	0.10555066	0.1005767	-0.097142756	0.025042983	0.18483287	0.13444823	-0.10898932	0.14515176	-0.19750197	0.13742003	-0.11152331	-0.16059482	0.14629681
0.071640365	0.10988451	-0.108944364	-0.025604764	-0.087850034	0.048506364	-0.012517992	-0.029122902	-0.10655884	0.033364844	-0.07168226	0.08690706	-0.06015723	0.03342813	0.05695818	-0.08595737
0.07173734	0.0141170295	-0.056134373	-0.05867209	-0.06755864	0.01007339	-0.09832166	-0.050464466	-0.078367814	0.077913284	-0.042713095	0.00823815	-0.05297335	0.09780391	0.052439768	-0.091536686
0.037290316	0.081381656	-0.026725005	-0.072818816	-0.064288445	0.09237421	0.010199829	-0.024203999	-0.049480073	0.08133706	-0.027921058	0.073974736	-0.093655005	0.020537816	0.053831216	-0.07560362
0.058273837	0.006665556	0.019743197	-0.040946618	-0.037934966	0.072285004	0.049429554	-0.071525835	-0.005049744	0.06817718	-0.07467724	-0.0020094449	-0.004045499	0.0070988783	0.0022373858	-0.06991129
-0.061950922	-0.013638289	0.043087255	0.0417104	0.01965063	-0.0897369	0.030883366	0.014766107	0.070570156	-0.05525763	0.04528772	-0.08631274	0.07304978	-0.008991341	-0.1051237	0.025956368
0.060321108	0.036986854	-0.04548623	-0.06854606	-0.07011939	0.021490213	-0.028738096	0.0033262349	-0.0152293695	0.086324	0.01882259	0.037381265	0.0036370615	0.0683033	0.030117812	0.015702724
0.66690284	0.71489376	-0.6126946	-0.6535981	-0.5798911	0.6554256	-0.5633979	-0.7093075	-0.65158814	0.77586615	-0.6861204	0.7139536	-0.7291347	0.656764	0.6992525	-0.6558545
0.048460837	0.11073862	-0.10857227	-0.10852995	-0.06725315	0.041270643	-0.08034776	-0.05484953	-0.10638274	0.13956217	-0.10081298	0.10925253	-0.109279394	0.05397693	0.037942838	-0.09695396
0.08149231	0.029040284	-0.021349013	-0.0839385	-0.09252017	0.11121789	-0.057970673	-0.029346645	-0.112995915	0.050856788	-0.06291472	0.107770704	-0.07751825	0.04430144	0.092037946	-0.049210932
